হাজার_কোটি_টাকা,1667
প্রধানমন্ত্রী_শেখ_হাসিনা,1593
আইনশৃঙ্খলা_রক্ষাকারী_বাহিনীর,891
প্রধানমন্ত্রী_শেখ_হাসিন,749
কোটি_লাখ_টাকা,721
আইনশৃঙ্খলা_রক্ষাকারী_বাহিনী,689
লাখ_হাজার_টাকা,669
বৃষ_Apr_May,617
কুম্ভ_Jan_Feb,616
কর্কট_Jun_Jul,615
সিংহ_Jul_Aug,615
কন্যা_Aug_Sep,615
মীন_Feb_Mar,615
সিংহ_জুলাই_আগস্ট,608
কন্যা_আগস্ট_সেপ্টেম্বর,605
ধনু_Nov_Dec,605
ধনু_নভেম্বর_ডিসেম্বর,604
কোটি_লাখ_ডল,603
কর্কট_জুন_জুলা,602
মেষ_21Mar_Apr,600
মকর_Dec_Jan,560
মিথুন_May_Jun,559
কুম্ভ_জানুয়ারি_ফেব্রুয়ারি,550
মকর_ডিসেম্বর_জানুয়ারি,550
মীন_ফেব্রুয়ারি_মার্চ,546
বৃশ্চিক_Oct_Nov,541
তুলা_সেপ্টেম্বর_অক্টোবর,541
বৃশ্চিক_অক্টোবর_নভেম্বর,539
তুলা_Sep_Oct,504
হাজার_কোটি_টাক,473
প্রধান_নির্বাহী_কর্মকর্তা,470
দূরের_যাত্রা_শুভ,463
উপজেলা_স্বাস্থ্য_কমপ্লেক্স,456
আওয়ামী_লীগের_নেতা,414
সিটি_করপোরেশন_নির্বাচন,376
মেহেদী_হাসান_মিরাজ,351
গুরুত্বপূর্ণ_ভূমিকা_পালন,342
সূত্র_টাইমস_ইন্ডিয়া,340
থানার_উপপরিদর্শক_এসআ,340
অতিরিক্ত_পুলিশ_সুপ,339
হাজার_কোটি_ডল,337
ঘটনার_সত্যতা_নিশ্চিত,335
হিসেবে_দায়িত্ব_পালন,334
আর্থিক_দিক_ভালো,331
থাকুন_সুস্থ_থাকুন,326
সাংবাদিকদের_প্রশ্নের_জবাব,324
নাম_প্রকাশ_শর্,321
দাম_হাজার_টাকা,321
বেশির_ভাগ_সম,320
রানা_প্লাজা_ধস,316
মাশরাফি_বিন_মুর্তজা,311
কোটা_সংস্কার_আন্দোলন,311
ছাত্রলীগের_নেতা_কর্মী,311
জাতীয়_সংসদ_নির্বাচন,307
বিএনপির_নেতা_কর্মী,306
সংযুক্ত_আরব_আমিরাত,296
অবলম্বনে_সাকিব_সিকান্দ,296
আবুল_কালাম_আজাদ,283
বলার_অপেক্ষা_রাখ,282
জ্ঞানস্পৃহা_বৃদ্ধি_পাব,278
ওয়েস্ট_ইন্ডিজের_বিপক্ষ,277
প্রধান_অতিথির_বক্তব্য,273
নাম_প্রকাশে_অনিচ্ছুক,265
ক্ষমতাসীন_আওয়ামী_লীগ,260
অনুবাদ_প্রতীক_বর্ধন,259
বাণিজ্যমন্ত্রী_তোফায়েল_আহমেদ,255
প্রধান_নির্বাচন_কমিশন,240
প্রয়োজনে_সহযোগিতা_প,236
রানের_জুটি_গড়,231
মেডিকেল_কলেজ_হাসপাতাল,230
হার_দশমিক_শতাংশ,228
চার_ছক্কায়_রান,226
ইংলিশ_প্রিমিয়ার_লিগ,226
সংবাদ_সম্মেলনে_উপস্থিত,217
কথা_বলার_সম,215
আয়োজিত_সংবাদ_সম্মেলন,212
নিরাপদ_সড়কের_দা,212
মামলার_তদন্ত_কর্মকর্তা,209
স্কুল_অ্যান্ড_কলেজ,206
আওয়ামী_লীগের_সম্পাদক,205
আওয়ামী_লীগ_বিএনপি,203
আওয়ামী_লীগের_প্রার্থী,195
সূত্র_বিজনেস_ইনসাইড,191
তদন্ত_কমিটি_গঠন,191
রুহুল_কবির_রিজভী,187
থানার_পরিদর্শক_তদন্ত,187
ঢাকা_সিটি_করপোরেশন,187
ব্যাংকের_ব্যবস্থাপনা_পরিচালক,186
দিনটি_মিশ্র_সম্ভাবনাম,183
তথ্য_যোগাযোগ_প্রযুক্তি,183
তৈরি_পোশাক_খাত,180
আওয়ামী_লীগ_বিএনপির,179
দক্ষিণ_আফ্রিকার_বিপক্ষ,179
আওয়ামী_লীগ_নেতা,178
প্রবৃদ্ধি_দশমিক_শতাংশ,174
দিনটি_শুভ_সম্ভাবনাম,172
দলের_নেতা_কর্মী,171
বাংলাদেশ_জাতীয়_ইমাম,169
নজরুল_ইসলাম_খান,168
অনুষ্ঠানে_প্রধান_অতিথি,166
সূত্র_হিন্দুস্তান_টাইমস,166
আওয়ামী_লীগ_সরক,165
ব্যবস্থাপনা_পরিচালক_এমডি,164
রোগ_প্রতিরোধ_ক্ষমতা,164
চলতি_অর্থবছরের_মাস,163
লাশ_উদ্ধার_পুলিশ,163
ব্যাবসায়িক_দিক_ভালো,163
পানি_উন্নয়ন_বোর্ড,162
ঢাকা_মহানগর_পুলিশ,160
দৃষ্টি_আকর্ষণ_কর,158
উপজেলা_নির্বাহী_কর্মকর্তা,157
অধিনায়ক_সাকিব_হাসান,157
চিকিৎসক_মৃত_ঘোষণা,157
পেশাগত_দিক_ভালো,157
দেশের_প্রধান_পুঁজিবাজ,156
কোটি_লাখ_ডলার,156
মিজানুর_রহমান_খান,154
কোটা_সংস্কারের_দা,152
দুর্নীতি_দমন_কমিশন,151
বেশির_ভাগ_মানুষ,151
রাশেদ_খান_মেনন,150
মহেন্দ্র_সিং_ধোনি,150
ব্যাংক_আর্থিক_প্রতিষ্ঠান,150
উপজেলা_পরিষদের_চেয়ারম্যান,149
শ্রেণি_পেশার_মানুষ,147
ঢাকা_মেডিকেল_কলেজ,147
কথা_কাজের_খেয়াল,147
বিমান_বাংলাদেশ_এয়ারলাইনস,146
আওয়ামী_লীগের_সভাপতি,146
ভারতীয়_ক্রিকেট_বোর্ড,144
সূত্র_ডেকন_ক্রনিকল,143
হাজার_টাকা_জরিমানা,143
টাকা_দরে_বিক্রি,141
টাকা_কেজি_দর,140
হাজার_কোটি_টাকা,140
বিশ্ব_স্বাস্থ্য_সংস্থ,140
নাজমুল_হোসেন_শান্ত,140
কামাল_আহমেদ_সাংবাদিক,138
রানে_উইকেট_ন,138
রাত_সাড়ে_ট,137
সংগ্রহ_উইকেটে_রান,137
রাষ্ট্রপতি_আবদুল_হামিদ,137
শূন্য_দশমিক_শতাংশ,137
কাজকর্মে_উৎসাহ_বোধ,136
নির্বাচন_কমিশন_গঠন,136
পরিবারের_সদস্যদের_সাথ,134
নিহত_ব্যক্তির_নাম,134
পড়াশোনায়_বসাতে_পারব,134
হাফ_সেঞ্চুরি_ন,134
সফর_দিনটি_ভালো,134
আকবর_আলি_খান,133
বেশির_ভাগ_ক্ষেত্র,133
মোবাইল_ফোন_অপারেটর,133
বিচার_বিভাগের_স্বাধীনতা,133
সময়_অনুকূল_থাক,133
দুপুর_সাড়ে_ট,133
হাজার_কোটি_ডলার,132
বেলা_সাড়ে_ট,132
গ্রামে_ঘটনা_ঘট,131
হাজার_হাজার_মানুষ,130
রোমান্স_বিনোদন_শুভ,130
লিমিটেডের_ব্যবস্থাপনা_পরিচালক,130
আজকের_দিনটি_মধ্যম,130
পাঁচ_লাখ_টাকা,130
বিবাদ_এড়িয়ে_চলুন,130
প্রধানমন্ত্রী_নরেন্দ্র_মোদি,129
লাখ_লাখ_মানুষ,129
কোটি_লাখ_হাজ,129
পাঁচ_হাজার_টাকা,128
ওয়েস্ট_ইন্ডিজ_সফর,128
ডেপুটি_অ্যাটর্নি_জেনার,127
আনিসুল_সাহিত্যিক_সাংবাদিক,127
স্থানীয়_সরকার_নির্বাচন,127
আওয়ামী_লীগ_সরকার,127
লাফার্জ_সুরমা_সিমেন্ট,127
ঊর্ধ্বতন_কর্মকর্তারা_উপস্থিত,126
বাংলাদেশ_সড়ক_পরিবহন,125
বাংলাদেশের_প্রধানমন্ত্রী_শেখ,125
এলাকায়_ঘটনা_ঘট,124
সংবাদ_সম্মেলনের_আয়োজন,124
বাকি_অংশ_ছাপা,124
কোটি_মার্কিন_ডল,124
মূল_প্রবন্ধ_উপস্থাপন,124
মূল্যবোধ_বজায়_রাখুন,123
তথ্যমন্ত্রী_হাসানুল_ইনু,123
সহকারী_পুলিশ_সুপ,121
খালেদা_জিয়ার_আইনজীবী,121
রানে_উইকেট_হারি,121
সহকারী_উপপরিদর্শক_এএসআ,121
বিভাগ_ঢাকা_বিশ্ববিদ্যাল,121
ওভারে_উইকেটে_রান,120
চিকিৎসকের_পরামর্শ_নিন,120
শরীর_ভালো_থাক,119
সংযুক্ত_আরব_আমিরা,118
ভালো_কাজ_আদা,118
অতিরিক্ত_জেলা_প্রশাসক,117
জ্বালানি_তেলের_দাম,117
সংখ্যা_লাখ_হাজ,117
পড়াশোনায়_আনন্দ_পাব,116
সেতুমন্ত্রী_ওবায়দুল_কা,116
কোটি_লাখ_টাক,116
গোপন_সংবাদের_ভিত্তি,116
প্রধান_অতিথি_হিসেব,115
মাশরাফি_বিন_মুর্তজ,115
রিপুকে_সংযত_রাখুন,115
ইউনিয়ন_পরিষদের_চেয়ারম্যান,115
খন্দকার_মোশাররফ_হোস,114
শেখ_মুজিবুর_রহমান,114
অতিথি_হিসেবে_উপস্থিত,113
লাখ_টাকা_জরিমানা,113
সাবেক_নির্বাচন_কমিশন,112
বৈদেশিক_মুদ্রার_রিজার্ভ,112
