আওয়ামী_লীগের,6276
আওয়ামী_লীগ,4631
কোটি_লাখ,4178
কোটি_টাকা,4133
হাজার_কোটি,4052
হাজার_টাকা,3932
লাখ_হাজার,3917
বেশির_ভাগ,3100
দশমিক_শতাংশ,2979
সংবাদ_সম্মেলনে,2859
প্রধানমন্ত্রী_শেখ,2606
বছর_বয়সী,2510
লাখ_টাকা,2505
বাংলাদেশ_ব্যাংকের,2258
ঢাকা_বিশ্ববিদ্যালয়ের,2224
খালেদা_জিয়ার,2165
আইনশৃঙ্খলা_রক্ষাকারী,2054
নির্বাচন_কমিশন,1964
কোটি_টাকার,1732
সারা_দেশে,1696
ধীরে_ধীরে,1634
চেষ্টা_করুন,1629
খালেদা_জিয়া,1586
দায়িত্ব_পালন,1571
হাজার_হাজার,1561
বাংলাদেশ_ব্যাংক,1501
ব্যবস্থাপনা_পরিচালক,1466
গতকাল_মঙ্গলবার,1436
নির্বাচন_কমিশনের,1421
শেখ_হাসিনা,1413
এসব_কথা,1411
ঘটনা_ঘটে,1384
থানার_ভারপ্রাপ্ত,1381
কথা_বলার,1375
জাতীয়_দলের,1349
চলতি_বছরের,1320
প্রধান_নির্বাহী,1298
পাঁচ_বছর,1264
সমস্যার_সমাধান,1262
কর্মকর্তা_ওসি,1248
গতকাল_বৃহস্পতিবার,1243
প্রশ্নের_জবাবে,1239
হিসেবে_কাজ,1217
দক্ষিণ_আফ্রিকার,1213
সিটি_করপোরেশন,1190
গতকাল_সোমবার,1186
ঢাকা_মেডিকেল,1182
গতকাল_বুধবার,1165
তিন_বছর,1151
ওয়েস্ট_ইন্ডিজ,1138
গতকাল_শনিবার,1120
প্রধান_বিচারপতি,1106
শুভ_সংখ্যা,1103
কাজ_শেষ,1061
বঙ্গবন্ধু_শেখ,1046
খুঁজে_বের,1031
নজরুল_ইসলাম,1031
মোবাইল_ফোন,1028
মিজানুর_রহমান,1005
পরবর্তী_সময়ে,1004
পরিবারের_সদস্যদের,1002
ওয়েস্ট_ইন্ডিজের,999
নির্বাহী_পরিচালক,991
টেবিল_চামচ,989
বিরোধী_দলের,987
স্থানীয়_সরকার,983
অংশ_হিসেবে,969
কোটি_ডলার,969
উঠে_এসেছে,961
দক্ষিণ_আফ্রিকা,960
গতকাল_রোববার,958
অংশ_নেন,958
আশা_করছি,954
ভূমিকা_পালন,953
চরিত্রে_অভিনয়,945
লাখ_লাখ,937
ছোট_ছোট,936
গতকাল_শুক্রবার,934
ঢাকা_স্টক,933
সাকিব_হাসান,922
ঢাকা_বিশ্ববিদ্যালয়,921
সিটি_করপোরেশনের,917
কলেজ_হাসপাতালে,915
সৌদি_আরব,913
মির্জা_ফখরুল,907
ওপর_নির্ভর,901
রানে_উইকেট,893
সামাজিক_যোগাযোগমাধ্যমে,886
রাজনৈতিক_দলের,882
নিজ_নিজ,877
বিরুদ্ধে_মামলা,864
আহ্বান_জানান,853
দীর্ঘ_সময়,852
লাশ_উদ্ধার,848
দিনটি_শুভ,847
ওবায়দুল_কাদের,843
শেখ_হাসিনার,843
ঘটনা_ঘটেছে,841
নেতা_কর্মীদের,840
সরকারি_বেসরকারি,839
সুপ্রিম_কোর্টের,838
সংবাদ_সম্মেলন,836
সরকারি_দলের,833
বেশির_ভাগই,821
চার_বছর,818
বিরুদ্ধে_ব্যবস্থা,815
খালেদা_জিয়াকে,812
তৈরি_পোশাক,811
ভালো_লাগে,805
কালের_কণ্ঠকে,796
ঢাকা_মহানগর,790
জেলা_প্রশাসক,785
চার_ছক্কায়,784
বয়স_বছর,781
থাকার_কথা,777
পাঁচ_বছরের,773
বছর_বয়সে,770
দেশের_বাইরে,764
হাসপাতালে_ভর্তি,762
জাতীয়_পার্টির,749
তিন_মাস,746
অর্থমন্ত্রী_আবুল,746
শাকিব_খান,745
মার্কিন_ডলার,741
উপজেলা_স্বাস্থ্য,735
সদর_উপজেলার,732
ক্ষমতাসীন_দলের,729
সোশ্যাল_মিডিয়ায়,729
সারা_দেশের,728
সৌদি_আরবের,727
বিএনপির_নেতা,725
দেশের_মানুষ,724
মারা_গেছেন,723
বিরুদ্ধে_অভিযোগ,721
হিসেবে_পরিচিত,720
বিশ্বের_সবচেয়ে,718
পুলিশ_সুপার,713
কখনো_কখনো,710
মানসিক_চাপ,705
মাল_আবদুল,703
তিন_হাজার,701
কেন্দ্রীয়_ব্যাংকের,699
গুরুত্বপূর্ণ_ভূমিকা,699
এসব_তথ্য,697
রিয়াল_মাদ্রিদ,694
চলতি_অর্থবছরের,694
সুদের_হার,690
সালের_জানুয়ারি,688
তামিম_ইকবাল,686
আজকের_দিনটি,684
উইকেটে_রান,681
দুর্নীতি_দমন,679
পাঁচ_হাজার,679
ছবিতে_অভিনয়,669
সকাল_সাড়ে,669
কথা_উল্লেখ,667
মার্কিন_প্রেসিডেন্ট,666
সালের_জুলাই,665
মেহেদী_হাসান,656
ব্যাট_হাতে,655
মেডিকেল_কলেজ,653
সালের_ডিসেম্বর,651
দেশের_মানুষের,648
ভারতের_বিপক্ষে,647
কেন্দ্রীয়_ব্যাংক,646
কথা_বলছেন,635
বৃদ্ধি_পাবে,635
নেতা_কর্মীরা,634
উপজেলা_নির্বাহী,634
আওয়ামী_লীগের,634
স্থানীয়_লোকজন,632
চলুন_জেনে,622
বিচার_বিভাগের,621
